# Log header
#-------------------------------------
# Application: Adult Respiration
# Log description: 
# Device: XeThru X4M200, USB, \\.\COM5
# FW Version: 1.6.8
# SW Version: 2.7.3
# Time: 5/12/2021 7:30 PM
#
# Module settings
#-------------------------------------
# Detection zone: 0.385761 to 0.797284
# Sensitivity: 5
#-------------------------------------
TimeStamp;FrameCounter;State;RPM;Distance;RespirationConfidence;HeartBPM;HeartDistance;HeartConfidence;NormalizedMovementSlow;NormalizedMovementFast;NormalizedMovementStart;NormalizedMovementEnd
2021-05-12T19:30:54.734-04:00;4063;0;9.21882;0.813057;0;nan;nan;nan;21.6756;50.4361;0.313057;1.31306
2021-05-12T19:30:55.729-04:00;4080;0;9.21882;0.813057;0;nan;nan;nan;28.4091;97.9357;0.313057;1.31306
2021-05-12T19:30:56.726-04:00;4097;0;9.21882;0.813057;0;nan;nan;nan;46.1458;133.021;0.313057;1.31306
2021-05-12T19:30:57.722-04:00;4114;1;0;0.363809;0;nan;nan;nan;75.3572;207.021;-0.136191;0.863809
2021-05-12T19:30:58.720-04:00;4131;1;0;0.366344;0;nan;nan;nan;110.325;209.671;-0.133656;0.866344
2021-05-12T19:30:59.717-04:00;4148;1;0;0.380134;0;nan;nan;nan;145.252;242.471;-0.119866;0.880134
2021-05-12T19:31:00.713-04:00;4165;2;0;0.376538;0;nan;nan;nan;179.821;212.387;-0.123462;0.876538
2021-05-12T19:31:01.710-04:00;4182;2;0;0.370737;0;nan;nan;nan;210.064;143.105;-0.129263;0.870737
2021-05-12T19:31:02.735-04:00;4199;2;0;0.371709;0;nan;nan;nan;231.112;84.8125;-0.128291;0.871709
2021-05-12T19:31:03.704-04:00;4216;1;0;0.372287;0;nan;nan;nan;242.763;36.779;-0.127713;0.872287
2021-05-12T19:31:04.701-04:00;4233;1;0;0.364923;0;nan;nan;nan;253.502;83.4458;-0.135077;0.864923
2021-05-12T19:31:05.698-04:00;4250;1;0;0.383337;0;nan;nan;nan;272.591;144.433;-0.116663;0.883337
2021-05-12T19:31:06.695-04:00;4267;1;0;0.384036;0;nan;nan;nan;298.727;166.103;-0.115964;0.884036
2021-05-12T19:31:07.692-04:00;4284;1;0;0.384691;0;nan;nan;nan;321.409;154.548;-0.115309;0.884691
2021-05-12T19:31:08.689-04:00;4301;1;0;0.36654;0;nan;nan;nan;325.757;83.1295;-0.13346;0.86654
2021-05-12T19:31:09.685-04:00;4318;1;0;0.37018;0;nan;nan;nan;310.106;11.5218;-0.12982;0.87018
2021-05-12T19:31:10.682-04:00;4335;1;0;0.362868;0;nan;nan;nan;283.095;0.473425;-0.137132;0.862868
2021-05-12T19:31:11.679-04:00;4352;1;0;0.36276;0;nan;nan;nan;252.894;0.288072;-0.13724;0.86276
2021-05-12T19:31:12.677-04:00;4369;1;0;0.578106;0;nan;nan;nan;219.921;0.132068;0.0781065;1.07811
2021-05-12T19:31:13.673-04:00;4386;1;0;0.607617;0;nan;nan;nan;186.372;0.149556;0.107617;1.10762
2021-05-12T19:31:14.670-04:00;4403;1;0;0.597936;0;nan;nan;nan;161.134;0.317029;0.0979358;1.09794
2021-05-12T19:31:15.667-04:00;4420;1;0;0.589;0;nan;nan;nan;147.971;0.348641;0.0889997;1.089
2021-05-12T19:31:16.663-04:00;4437;1;0;0.75256;0;nan;nan;nan;138.832;0.138689;0.25256;1.25256
2021-05-12T19:31:17.660-04:00;4454;1;0;0.759474;0;nan;nan;nan;122.672;0.101304;0.259474;1.25947
2021-05-12T19:31:18.657-04:00;4471;1;0;0.765931;0;nan;nan;nan;94.897;0;0.265931;1.26593
2021-05-12T19:31:19.654-04:00;4488;1;0;0.674354;0;nan;nan;nan;61.2874;0;0.174354;1.17435
2021-05-12T19:31:20.651-04:00;4505;1;0;0.706425;0;nan;nan;nan;33.5335;0;0.206425;1.20642
2021-05-12T19:31:21.647-04:00;4522;1;0;0.748837;0;nan;nan;nan;16.4694;0;0.248837;1.24884
2021-05-12T19:31:22.644-04:00;4539;1;0;0.765596;0;nan;nan;nan;9.62291;0.225346;0.265596;1.2656
2021-05-12T19:31:23.642-04:00;4556;2;0;0.764081;0;nan;nan;nan;6.7789;0.247638;0.264081;1.26408
2021-05-12T19:31:24.638-04:00;4573;2;0;0.768526;0;nan;nan;nan;5.80095;4.93571;0.268526;1.26853
2021-05-12T19:31:25.635-04:00;4590;2;0;0.726827;0;nan;nan;nan;8.48023;6.30407;0.226827;1.22683
2021-05-12T19:31:26.632-04:00;4607;2;0;0.738437;0;nan;nan;nan;15.4931;5.92245;0.238437;1.23844
2021-05-12T19:31:27.629-04:00;4624;1;0;0.75152;0;nan;nan;nan;23.518;5.40595;0.25152;1.25152
2021-05-12T19:31:28.626-04:00;4641;1;0;0.770449;0;nan;nan;nan;28.1646;0.968211;0.270449;1.27045
2021-05-12T19:31:29.623-04:00;4658;2;0;0.796962;0;nan;nan;nan;28.3327;0.120185;0.296962;1.29696
2021-05-12T19:31:30.620-04:00;4675;1;0;0.792361;0;nan;nan;nan;28.2115;0;0.292361;1.29236
2021-05-12T19:31:31.617-04:00;4692;1;0;0.791434;0;nan;nan;nan;27.8605;0;0.291434;1.29143
