# Log header
#-------------------------------------
# Application: Adult Respiration
# Log description: 
# Device: XeThru X4M200, USB, \\.\COM5
# FW Version: 1.6.8
# SW Version: 2.7.3
# Time: 5/12/2021 7:35 PM
#
# Module settings
#-------------------------------------
# Detection zone: 0.385761 to 0.797284
# Sensitivity: 5
#-------------------------------------
TimeStamp;FrameCounter;State;RPM;Distance;RespirationConfidence;HeartBPM;HeartDistance;HeartConfidence;NormalizedMovementSlow;NormalizedMovementFast;NormalizedMovementStart;NormalizedMovementEnd
2021-05-12T19:35:00.963-04:00;8262;0;28.2151;0.708581;0;nan;nan;nan;2107.9;290.211;0.208581;1.20858
2021-05-12T19:35:01.959-04:00;8279;0;28.7109;0.718339;0;nan;nan;nan;1957.46;210.176;0.218339;1.21834
2021-05-12T19:35:02.955-04:00;8296;0;28.9301;0.721264;0;nan;nan;nan;1813.23;169.488;0.221264;1.22126
2021-05-12T19:35:03.953-04:00;8313;0;29.0716;0.722179;0;nan;nan;nan;1721.69;215.317;0.222179;1.22218
2021-05-12T19:35:04.949-04:00;8330;0;28.9303;0.723319;0;nan;nan;nan;1671.03;358.628;0.223319;1.22332
2021-05-12T19:35:05.947-04:00;8347;0;27.9185;0.715814;0;nan;nan;nan;1563.78;344.488;0.215814;1.21581
2021-05-12T19:35:06.944-04:00;8364;0;27.9185;0.715814;0;nan;nan;nan;1372.52;389.404;0.215814;1.21581
2021-05-12T19:35:07.940-04:00;8381;0;27.9185;0.715814;0;nan;nan;nan;1185.01;193.53;0.215814;1.21581
2021-05-12T19:35:08.965-04:00;8398;0;27.9185;0.715814;0;nan;nan;nan;1026.21;78.7413;0.215814;1.21581
2021-05-12T19:35:09.934-04:00;8415;1;0;0.392522;0;nan;nan;nan;865.673;25.5176;-0.107478;0.892522
2021-05-12T19:35:10.931-04:00;8432;1;0;0.40037;0;nan;nan;nan;710.74;1.89008;-0.09963;0.90037
2021-05-12T19:35:11.927-04:00;8449;1;0;0.389941;0;nan;nan;nan;596.034;1.94001;-0.110059;0.889941
2021-05-12T19:35:12.924-04:00;8466;1;0;0.389168;0;nan;nan;nan;527.797;2.48622;-0.110832;0.889168
2021-05-12T19:35:13.921-04:00;8483;1;0;0.391424;0;nan;nan;nan;479.99;9.23836;-0.108576;0.891424
2021-05-12T19:35:14.918-04:00;8500;2;0;0.394738;0;nan;nan;nan;443.283;10.5237;-0.105262;0.894738
2021-05-12T19:35:15.916-04:00;8517;2;0;0.391588;0;nan;nan;nan;414.735;58.4661;-0.108412;0.891588
2021-05-12T19:35:16.912-04:00;8534;2;0;0.389207;0;nan;nan;nan;397.23;83.4526;-0.110793;0.889207
2021-05-12T19:35:17.909-04:00;8551;2;0;0.388208;0;nan;nan;nan;378.62;92.8251;-0.111792;0.888208
2021-05-12T19:35:18.906-04:00;8568;1;0;0.380151;0;nan;nan;nan;345.956;175.207;-0.119849;0.880151
2021-05-12T19:35:19.903-04:00;8585;1;0;0.370649;0;nan;nan;nan;286.656;219.739;-0.129351;0.870649
2021-05-12T19:35:20.899-04:00;8602;2;0;0.377773;0;nan;nan;nan;224.211;190.357;-0.122227;0.877773
2021-05-12T19:35:21.897-04:00;8619;1;0;0.405915;0;nan;nan;nan;188.736;168.051;-0.094085;0.905915
2021-05-12T19:35:22.893-04:00;8636;1;0;0.401917;0;nan;nan;nan;179.707;63.5838;-0.0980827;0.901917
2021-05-12T19:35:23.890-04:00;8653;2;0;0.399883;0;nan;nan;nan;180.633;4.4359;-0.100117;0.899883
2021-05-12T19:35:24.887-04:00;8670;1;0;0.389835;0;nan;nan;nan;184.684;1.283;-0.110165;0.889835
2021-05-12T19:35:25.884-04:00;8687;1;0;0.399116;0;nan;nan;nan;191.252;0.698141;-0.100884;0.899116
2021-05-12T19:35:26.880-04:00;8704;1;0;0.390706;0;nan;nan;nan;190.927;0.599735;-0.109294;0.890706
2021-05-12T19:35:27.878-04:00;8721;1;0;0.395986;0;nan;nan;nan;183.933;8.27348;-0.104014;0.895986
2021-05-12T19:35:28.874-04:00;8738;2;0;0.39721;0;nan;nan;nan;173.513;15.2771;-0.10279;0.89721
2021-05-12T19:35:29.872-04:00;8755;2;0;0.397863;0;nan;nan;nan;158.674;15.4402;-0.102137;0.897863
2021-05-12T19:35:30.868-04:00;8772;2;0;0.398617;0;nan;nan;nan;143.617;13.4467;-0.101383;0.898617
2021-05-12T19:35:31.865-04:00;8789;2;0;0.399958;0;nan;nan;nan;129.441;2.58211;-0.100042;0.899958
2021-05-12T19:35:32.862-04:00;8806;2;0;0.402501;0;nan;nan;nan;109.604;0.285846;-0.0974989;0.902501
2021-05-12T19:35:33.859-04:00;8823;0;28.3783;0.403126;0;nan;nan;nan;85.9723;0.111727;-0.0968741;0.903126
2021-05-12T19:35:34.856-04:00;8840;0;28.2709;0.403037;0;nan;nan;nan;65.8391;0.0383121;-0.0969635;0.903036
2021-05-12T19:35:35.852-04:00;8857;0;28.1963;0.40123;0;nan;nan;nan;55.551;0.227589;-0.0987703;0.90123
2021-05-12T19:35:36.849-04:00;8874;0;28.1963;0.40123;0;nan;nan;nan;51.8802;0.902091;-0.0987703;0.90123
2021-05-12T19:35:37.846-04:00;8891;0;28.1963;0.40123;0;nan;nan;nan;47.3003;0.765737;-0.0987703;0.90123
2021-05-12T19:35:38.843-04:00;8908;0;28.1963;0.40123;0;nan;nan;nan;43.7199;0.97422;-0.0987703;0.90123
